,time,machine_id,cpus,memory
299,0,104791967249,1.0,0.5
300,0,105214880884,1.0,0.5
301,0,91997307785,1.0,0.5
302,0,92071411241,1.0,0.5
303,0,92086281817,1.0,0.5
304,0,92035739911,1.0,0.5
305,0,92110431119,1.0,0.5
306,0,91993626924,1.0,0.5
307,0,92035093727,1.0,0.5
308,0,92042024757,1.0,0.5
309,0,92092036154,1.0,0.5
310,0,92086313749,1.0,0.5
311,0,70549264838,1.0,0.5
312,0,70515357531,1.0,0.5
313,0,70550468325,1.0,0.5
314,0,70514158978,1.0,0.5
315,0,70515330281,1.0,0.5
316,0,70524304570,1.0,0.5
317,0,96574580207,1.0,0.5
318,0,70523742351,1.0,0.5
319,0,70537550056,1.0,0.5
320,0,70609095181,1.0,0.25
321,0,70620014404,1.0,0.25
322,0,70609513474,1.0,0.25
323,0,70598530659,1.0,0.25
324,0,70609174490,1.0,0.25
325,0,70609121212,1.0,0.25
326,0,70609568676,1.0,0.25
327,0,70773916889,1.0,0.25
328,0,70634157681,1.0,0.25
329,0,70608779155,1.0,0.25
330,0,70609828769,1.0,0.25
331,0,250619312295,1.0,0.5
332,0,363995027666,1.0,0.5
333,0,250621520883,1.0,0.5
334,0,250685739242,1.0,0.5
335,0,250619353318,1.0,0.5
336,0,250618186609,1.0,0.5
337,0,250623081698,1.0,0.5
338,0,250621558171,1.0,0.5
339,0,92177910922,1.0,0.5
340,0,92124387453,1.0,0.5
341,0,92100018153,1.0,0.5
342,0,92768602789,1.0,0.5
343,0,92027238667,1.0,0.5
344,0,92046829143,1.0,0.5
345,0,92105641360,1.0,0.5
346,0,92088246230,1.0,0.5
347,0,92027503704,1.0,0.5
348,0,92175878259,1.0,0.5
349,0,92087434349,1.0,0.5
350,0,92087434350,1.0,0.5
351,0,346026837197,1.0,0.5
352,0,92081390958,1.0,0.5
353,0,92088246233,1.0,0.5
354,0,92031251261,1.0,0.5
355,0,92131333225,1.0,0.5
356,0,68669535924,1.0,0.5
357,0,68670212936,1.0,0.5
358,0,68665908129,1.0,0.5
359,0,68668555863,1.0,0.5
360,0,68670241816,1.0,0.5
361,0,68667872328,1.0,0.5
362,0,68670937113,1.0,0.5
363,0,68670252127,1.0,0.5
364,0,96552717883,1.0,0.5
365,0,350056617067,1.0,0.5
366,0,105341326176,1.0,0.5
367,0,104790851496,1.0,0.5
368,0,104791550368,1.0,0.5
369,0,371900192468,1.0,0.5
370,0,104792326078,1.0,0.5
371,0,104792102078,1.0,0.5
372,0,104791721905,1.0,0.5
373,0,107525015092,1.0,0.5
374,0,104792344438,1.0,0.5
375,0,80679666172,1.0,0.5
376,0,80680196959,1.0,0.5
377,0,80678617812,1.0,0.5
378,0,80669852866,1.0,0.5
379,0,80675531250,1.0,0.5
380,0,249664390634,1.0,0.5
381,0,80667140335,1.0,1.0
382,0,73747258778,1.0,0.5
383,0,73747506586,1.0,0.5
384,0,73749599613,1.0,0.5
385,0,73747992400,1.0,0.5
386,0,87300492719,1.0,0.5
387,0,73750100488,1.0,0.5
388,0,73746288855,1.0,0.5
389,0,73752010435,1.0,0.5
390,0,92159120649,1.0,0.5
391,0,91989940146,1.0,0.5
392,0,92094389504,1.0,0.5
393,0,92117675601,1.0,0.5
394,0,92000208792,1.0,0.5
395,0,92140459414,1.0,0.5
396,0,92118456958,1.0,0.5
397,0,92098251997,1.0,0.5
398,0,91961944719,1.0,0.5
399,0,92158425829,1.0,0.5
400,0,91993819503,1.0,0.5
401,0,92151738831,1.0,0.5
402,0,92172598637,1.0,0.5
403,0,92169301486,1.0,0.5
404,0,91993732739,1.0,0.5
405,0,92027365839,1.0,0.5
406,0,92156288121,1.0,0.5
407,0,92162049833,1.0,0.5
408,0,92031533771,1.0,0.5
409,0,250619320203,1.0,0.5
410,0,250621954180,1.0,0.5
411,0,250619277828,1.0,0.5
412,0,250617151887,1.0,0.5
413,0,250625159096,1.0,0.5
414,0,250621754046,1.0,0.5
415,0,250623049385,1.0,0.5
416,0,250621986567,1.0,0.5
417,0,250619362561,1.0,0.5
418,0,74461638515,1.0,1.0
419,0,214679258893,1.0,1.0
420,0,74461506229,1.0,1.0
421,0,74468363743,1.0,1.0
422,0,74467721782,1.0,1.0
423,0,104790744735,1.0,0.5
424,0,104792148939,1.0,0.5
425,0,104790859129,1.0,0.5
426,0,104792555324,1.0,0.5
427,0,104792102076,1.0,0.5
428,0,104791526317,1.0,0.5
429,0,289987165774,1.0,0.5
430,0,250621732614,1.0,0.5
431,0,250618213286,1.0,0.5
432,0,250619312294,1.0,0.5
433,0,250621754049,1.0,0.5
434,0,250623081695,1.0,0.5
435,0,70518679201,1.0,0.5
436,0,70518056983,1.0,0.5
437,0,70518844768,1.0,0.5
438,0,250621632569,1.0,0.5
439,0,250619380616,1.0,0.5
440,0,250611032428,1.0,0.5
441,0,250618186610,1.0,0.5
442,0,250623081697,1.0,0.5
443,0,250625138201,1.0,0.5
444,0,250621509278,1.0,0.5
445,0,250621754048,1.0,0.5
446,0,250621993830,1.0,0.5
447,0,250618235905,1.0,0.5
448,0,143876474728,1.0,0.5
449,0,143876266446,1.0,0.5
450,0,143874131475,1.0,0.5
451,0,143874145625,1.0,0.5
452,0,143876206083,1.0,0.5
453,0,143921629853,1.0,0.5
454,0,143876685889,1.0,0.5
455,0,143872877813,1.0,0.5
456,0,143921517044,1.0,0.5
457,0,143876434066,1.0,0.5
458,0,143921517042,1.0,0.5
459,0,70549523761,1.0,0.5
460,0,70528904102,1.0,0.5
461,0,70519167337,1.0,0.5
462,0,70518356297,1.0,0.5
463,0,70550886666,1.0,0.5
464,0,70550223529,1.0,0.5
465,0,93510313429,1.0,0.5
466,0,93528350088,1.0,0.5
467,0,93512634252,1.0,0.5
468,0,346047080151,1.0,0.5
469,0,93516757997,1.0,0.5
470,0,93525485854,1.0,0.5
471,0,93518488205,1.0,0.5
472,0,104791627995,1.0,0.5
473,0,197665067829,1.0,0.5
474,0,104791921917,1.0,0.5
475,0,104800738909,1.0,0.5
476,0,104792809482,1.0,0.5
477,0,104791571897,1.0,0.5
478,0,104792102082,1.0,0.5
479,0,92163329757,1.0,0.5
480,0,277670933362,1.0,0.5
481,0,92109445760,1.0,0.5
482,0,92004705210,1.0,0.5
483,0,92000430627,1.0,0.5
484,0,92001015048,1.0,0.5
485,0,92005629026,1.0,0.5
486,0,70524734579,1.0,0.5
487,0,70529463393,1.0,0.5
488,0,70550002321,1.0,0.5
489,0,70536764520,1.0,0.5
490,0,89878793560,1.0,0.5
491,0,70538022067,1.0,0.5
492,0,96916943622,1.0,0.5
493,0,96916336080,1.0,0.5
494,0,96915561011,1.0,0.5
495,0,96915192878,1.0,0.5
496,0,96940757679,1.0,0.5
497,0,96917056612,1.0,0.5
498,0,96915582434,1.0,0.5
499,0,96916336082,1.0,0.5
500,0,96916336091,1.0,0.5
501,0,102983566292,1.0,1.0
502,0,102983445708,1.0,1.0
503,0,102983257511,1.0,1.0
504,0,102983257512,1.0,1.0
505,0,102983644369,1.0,1.0
506,0,102983655390,1.0,1.0
507,0,198385423316,1.0,1.0
508,0,102983239692,1.0,1.0
509,0,103267158440,1.0,1.0
510,0,373578576842,1.0,0.5
511,0,373578512553,1.0,0.5
512,0,373578512555,1.0,0.5
513,0,373578564259,1.0,0.5
514,0,373578770549,1.0,0.5
515,0,373578564258,1.0,0.5
516,0,373578848228,1.0,0.5
517,0,172757538396,1.0,0.5
518,0,104791526320,1.0,0.5
519,0,104792555327,1.0,0.5
520,0,104792130852,1.0,0.5
521,0,107698118271,1.0,0.5
522,0,104792005920,1.0,0.5
523,0,104792376637,1.0,0.5
524,0,104791571895,1.0,0.5
525,0,92002687600,1.0,1.0
526,0,92054232592,1.0,1.0
527,0,92151117535,1.0,1.0
528,0,259473609968,1.0,1.0
529,0,159576453367,1.0,1.0
530,0,298929297132,1.0,0.5
531,0,92157878884,1.0,0.5
532,0,92054928588,1.0,0.5
533,0,92058286227,1.0,0.5
534,0,92151570211,1.0,0.5
535,0,277671555356,1.0,0.5
536,0,92125612559,1.0,0.5
537,0,92055483226,1.0,0.5
538,0,92178504966,1.0,0.5
539,0,92161272388,1.0,0.5
540,0,92176087725,1.0,0.5
541,0,298882308711,1.0,0.5
542,0,92150593881,1.0,0.5
543,0,92062036862,1.0,0.5
544,0,92057665874,1.0,0.5
545,0,92051612156,1.0,0.5
546,0,92057006840,1.0,0.5
547,0,92126319438,1.0,0.5
548,0,92110031724,1.0,0.5
549,0,92117608309,1.0,0.5
550,0,92084619232,1.0,0.5
551,0,92109895829,1.0,0.5
552,0,92175414069,1.0,0.5
553,0,102892828005,1.0,1.0
554,0,102892942253,1.0,1.0
555,0,102893323408,1.0,1.0
556,0,102893244766,1.0,1.0
557,0,102892942254,1.0,1.0
558,0,102892828006,1.0,1.0
559,0,102893237720,1.0,1.0
560,0,102893546860,1.0,1.0
561,0,102892828007,1.0,1.0
562,0,102893546859,1.0,1.0
563,0,102892458782,1.0,1.0
564,0,92175606071,1.0,0.5
565,0,92040520212,1.0,0.5
566,0,159776056579,1.0,0.5
567,0,92152003594,1.0,0.5
568,0,259065120831,1.0,0.5
569,0,91961107553,1.0,0.5
570,0,92136995832,1.0,0.5
571,0,92176190917,1.0,0.5
572,0,92034724116,1.0,0.5
573,0,81673440755,1.0,0.5
574,0,373220281646,1.0,0.5
575,0,373215950153,1.0,0.5
576,0,373220204176,1.0,0.5
577,0,373215854037,1.0,0.5
578,0,373220226720,1.0,0.5
579,0,373216008406,1.0,0.5
580,0,373221312227,1.0,0.5
581,0,373220251195,1.0,0.5
582,0,373217123543,1.0,0.5
583,0,373220226714,1.0,0.5
584,0,373215911542,1.0,0.5
585,0,373215977005,1.0,0.5
586,0,373219144073,1.0,0.5
587,0,92027787018,1.0,1.0
588,0,359824078578,1.0,1.0
589,0,92178164493,1.0,1.0
590,0,106885152965,1.0,1.0
591,0,373240802621,1.0,1.0
592,0,265639635884,1.0,1.0
593,0,92152271816,1.0,1.0
594,0,92148974602,1.0,1.0
595,0,92092267521,1.0,1.0
596,0,159604398366,1.0,1.0
597,0,70516826246,1.0,0.5
598,0,70525177225,1.0,0.5
599,0,70536874340,1.0,0.5
600,0,70533672956,1.0,0.5
601,0,70549860345,1.0,0.5
602,0,92066087694,1.0,0.5
603,0,70536425761,1.0,0.5
604,0,70525334167,1.0,0.5
605,0,70550045285,1.0,0.5
606,0,70523220102,1.0,0.5
607,0,92163235406,1.0,0.5
608,0,92147238400,1.0,0.5
609,0,92121274015,1.0,0.5
610,0,92039517385,1.0,0.5
611,0,91985395393,1.0,0.5
612,0,259065338485,1.0,0.5
613,0,91962604600,1.0,0.5
614,0,91991758468,1.0,0.5
615,0,92123006933,1.0,0.5
616,0,92146381113,1.0,0.5
617,0,111229336482,1.0,1.0
618,0,102893299827,1.0,1.0
619,0,102893323406,1.0,1.0
620,0,102893546856,1.0,1.0
621,0,102892982856,1.0,1.0
622,0,102894420327,1.0,1.0
623,0,102893237717,1.0,1.0
624,0,102984148857,1.0,1.0
625,0,104499404215,1.0,1.0
626,0,102983760732,1.0,1.0
627,0,102983741787,1.0,1.0
628,0,102983601396,1.0,1.0
629,0,102983445709,1.0,1.0
630,0,102983332929,1.0,1.0
631,0,102983239691,1.0,1.0
632,0,102983651033,1.0,1.0
633,0,102983824224,1.0,1.0
634,0,218360216790,1.0,0.5
635,0,80670186999,1.0,0.5
636,0,259056770138,1.0,0.5
637,0,80678690089,1.0,0.5
638,0,80679075130,1.0,0.5
639,0,80678239032,1.0,0.5
640,0,80673627460,1.0,0.5
641,0,80669614631,1.0,0.5
642,0,80678947430,1.0,1.0
643,0,126640476149,1.0,0.5
644,0,91998518921,1.0,0.5
645,0,92152844108,1.0,0.5
646,0,92034394531,1.0,0.5
647,0,92051643810,1.0,0.5
648,0,92029669380,1.0,0.5
649,0,92057637848,1.0,0.5
650,0,92153226727,1.0,0.5
651,0,92001165963,1.0,0.5
652,0,92041389393,1.0,0.5
653,0,143876385791,1.0,0.5
654,0,158883532549,1.0,0.5
655,0,143921517041,1.0,0.5
656,0,143873990782,1.0,0.5
657,0,143876385790,1.0,0.5
658,0,143921247441,1.0,0.5
659,0,143876542101,1.0,0.5
660,0,92003292957,1.0,0.5
661,0,92170787630,1.0,0.5
662,0,92059107086,1.0,0.5
663,0,280068179652,1.0,0.5
664,0,92162203550,1.0,0.5
665,0,92162835965,1.0,0.5
666,0,92055701590,1.0,0.5
667,0,92062774184,1.0,0.5
668,0,92038133274,1.0,0.5
669,0,92082558100,1.0,0.5
670,0,92029923930,1.0,0.5
671,0,93526966119,1.0,0.5
672,0,93699716141,1.0,0.5
673,0,93511452140,1.0,0.5
674,0,93522167453,1.0,0.5
675,0,93517888746,1.0,0.5
676,0,93512033604,1.0,0.5
677,0,358729997395,1.0,0.5
678,0,289092417154,1.0,0.5
679,0,94979501993,1.0,0.5
680,0,92040917322,1.0,0.5
681,0,92034949911,1.0,0.5
682,0,92028545125,1.0,0.5
683,0,92005594844,1.0,0.5
684,0,92052724589,1.0,0.5
685,0,92054298367,1.0,0.5
686,0,92051335979,1.0,0.5
687,0,92058010956,1.0,0.5
688,0,96921704491,1.0,0.5
689,0,96915341331,1.0,0.5
690,0,96914196941,1.0,0.5
691,0,96916488871,1.0,0.5
692,0,96915406618,1.0,0.5
693,0,96915482473,1.0,0.5
694,0,96914452955,1.0,0.5
695,0,96914732457,1.0,0.5
696,0,96916788544,1.0,0.5
697,0,96921797250,1.0,0.5
698,0,70609279034,1.0,0.25
699,0,70609864042,1.0,0.25
700,0,70608946503,1.0,0.25
701,0,70608934122,1.0,0.25
702,0,70609616336,1.0,0.25
703,0,70608703075,1.0,0.25
704,0,70609539804,1.0,0.25
705,0,70609571999,1.0,0.25
706,0,105124169450,1.0,0.5
707,0,105123430416,1.0,0.5
708,0,105124110657,1.0,0.5
709,0,371141432763,1.0,0.5
710,0,105218221961,1.0,0.5
711,0,105214824143,1.0,0.5
712,0,105123822036,1.0,0.5
713,0,96914881882,1.0,0.5
714,0,96913770368,1.0,0.5
715,0,96936815458,1.0,0.5
716,0,96914845600,1.0,0.5
717,0,96913770367,1.0,0.5
718,0,96915425371,1.0,0.5
719,0,70549858616,1.0,0.5
720,0,70530055794,1.0,0.5
721,0,70517368289,1.0,0.5
722,0,70515727602,1.0,0.5
723,0,70538969709,1.0,0.5
724,0,70532274179,1.0,0.5
725,0,70530557840,1.0,0.5
726,0,169059263597,1.0,1.0
727,0,92084635212,1.0,1.0
728,0,217330070923,1.0,1.0
729,0,92031672944,1.0,1.0
730,0,92084724061,1.0,1.0
731,0,92126961381,1.0,1.0
732,0,160127742918,1.0,1.0
733,0,104791384733,1.0,0.5
734,0,104792289024,1.0,0.5
735,0,104791671153,1.0,0.5
736,0,104791421191,1.0,0.5
737,0,104790909294,1.0,0.5
738,0,104791671149,1.0,0.5
739,0,104792344442,1.0,0.5
740,0,104790977217,1.0,0.5
741,0,245713995126,1.0,0.5
742,0,104792344434,1.0,0.5
743,0,104791355584,1.0,0.5
744,0,104807775059,1.0,0.5
745,0,104792376638,1.0,0.5
746,0,104792041704,1.0,0.5
747,0,104790909292,1.0,0.5
748,0,92081824369,1.0,0.5
749,0,92078505802,1.0,0.5
750,0,92078192138,1.0,0.5
751,0,260341974396,1.0,0.5
752,0,92070935528,1.0,0.5
753,0,92083616766,1.0,0.5
754,0,92031748229,1.0,0.5
755,0,92174187584,1.0,0.5
756,0,92042644896,1.0,0.5
757,0,92155593597,1.0,0.5
758,0,92161125661,1.0,0.5
759,0,92130829829,1.0,0.5
760,0,92137879052,1.0,0.5
761,0,92031812656,1.0,0.5
762,0,92087940032,1.0,0.5
763,0,92054980182,1.0,0.5
764,0,92035050287,1.0,0.5
765,0,104792260013,1.0,0.5
766,0,104791466877,1.0,0.5
767,0,104792781826,1.0,0.5
768,0,104791450681,1.0,0.5
769,0,104792130851,1.0,0.5
770,0,104791450684,1.0,0.5
771,0,104791581599,1.0,0.5
772,0,104792817027,1.0,0.5
773,0,104791526312,1.0,0.5
774,0,92035967174,1.0,0.5
775,0,92096776676,1.0,0.5
776,0,92040069683,1.0,0.5
777,0,92119685147,1.0,0.5
778,0,92116466027,1.0,0.5
779,0,92003570375,1.0,0.5
780,0,92115051344,1.0,0.5
781,0,141683277756,1.0,0.5
782,0,141687822051,1.0,0.5
783,0,92061703983,1.0,0.5
784,0,92115961478,1.0,0.5
785,0,92139446954,1.0,0.5
786,0,345087676946,1.0,0.5
787,0,92122650754,1.0,0.5
788,0,189002544102,1.0,0.5
789,0,92323413040,1.0,0.5
790,0,92056727844,1.0,0.5
791,0,92046969599,1.0,0.5
792,0,92027889393,1.0,0.5
793,0,92002015206,1.0,0.5
794,0,92130657104,1.0,0.5
795,0,92150563677,1.0,0.5
796,0,92143002573,1.0,0.5
797,0,92054928587,1.0,0.5
798,0,92027772997,1.0,0.5
799,0,92147865285,1.0,0.5
800,0,92103144752,1.0,0.5
801,0,92100018152,1.0,0.5
802,0,169514171208,1.0,1.0
803,0,92005742705,1.0,1.0
804,0,91960537867,1.0,1.0
805,0,92004566159,1.0,1.0
806,0,159595175731,1.0,1.0
807,0,92083039002,1.0,1.0
808,0,169057938022,1.0,1.0
809,0,92089306115,1.0,1.0
810,0,346372484165,1.0,1.0
811,0,68669235374,1.0,0.5
812,0,68669108945,1.0,0.5
813,0,68670417549,1.0,0.5
814,0,68671943468,1.0,0.5
815,0,373221352389,1.0,0.5
816,0,373220226717,1.0,0.5
817,0,373215977004,1.0,0.5
818,0,373217088338,1.0,0.5
819,0,373216050542,1.0,0.5
820,0,373216029037,1.0,0.5
