,time,machine_id,cpus,memory
0,0,92126449465,1.0,0.5
1,0,92065249319,1.0,0.5
2,0,92046587157,1.0,0.5
3,0,92048363107,1.0,0.5
4,0,92035409124,1.0,0.5
5,0,91995715170,1.0,0.5
6,0,92048348104,1.0,0.5
7,0,92061275294,1.0,0.5
8,0,146217558743,1.0,0.5
9,0,92005426404,1.0,0.5
10,0,92027554494,1.0,0.5
11,0,92121805049,1.0,0.5
12,0,96921797251,1.0,0.5
13,0,358240854990,1.0,0.5
14,0,96916488874,1.0,0.5
15,0,96915364772,1.0,0.5
16,0,96914382777,1.0,0.5
17,0,96915303725,1.0,0.5
18,0,70609104603,1.0,0.25
19,0,70609779860,1.0,0.25
20,0,70599997294,1.0,0.25
21,0,70609462197,1.0,0.25
22,0,70609325068,1.0,0.25
23,0,70634157682,1.0,0.25
24,0,70608934334,1.0,0.25
25,0,105124038734,1.0,0.5
26,0,105126720436,1.0,0.5
27,0,105123832109,1.0,0.5
28,0,105235222191,1.0,0.5
29,0,105123342775,1.0,0.5
30,0,105215206229,1.0,0.5
31,0,105127175243,1.0,0.5
32,0,105124215145,1.0,0.5
33,0,105124110673,1.0,0.5
34,0,105124560765,1.0,0.5
35,0,96915232214,1.0,0.5
36,0,97192717086,1.0,0.5
37,0,96914917362,1.0,0.5
38,0,96915267430,1.0,0.5
39,0,96915267423,1.0,0.5
40,0,96915341328,1.0,0.5
41,0,96921704492,1.0,0.5
42,0,70550694265,1.0,0.5
43,0,70515590928,1.0,0.5
44,0,70525860597,1.0,0.5
45,0,70514666772,1.0,0.5
46,0,70549859030,1.0,0.5
47,0,70517639324,1.0,0.5
48,0,70550344666,1.0,0.5
49,0,70528928234,1.0,0.5
50,0,92172532997,1.0,1.0
51,0,159584455134,1.0,1.0
52,0,92173999325,1.0,1.0
53,0,92003311000,1.0,1.0
54,0,92067664558,1.0,1.0
55,0,92117086952,1.0,1.0
56,0,104791499787,1.0,0.5
57,0,104792148947,1.0,0.5
58,0,104791921918,1.0,0.5
59,0,104800886835,1.0,0.5
60,0,104791951845,1.0,0.5
61,0,104792041703,1.0,0.5
62,0,104792155196,1.0,0.5
63,0,104792809483,1.0,0.5
64,0,104791627994,1.0,0.5
65,0,104792476148,1.0,0.5
66,0,104791011321,1.0,0.5
67,0,104791627997,1.0,0.5
68,0,104791526314,1.0,0.5
69,0,104793279469,1.0,0.5
70,0,104792130854,1.0,0.5
71,0,104792458301,1.0,0.5
72,0,104790402265,1.0,0.5
73,0,104792148942,1.0,0.5
74,0,104792351671,1.0,0.5
75,0,104791141005,1.0,0.5
76,0,104791550372,1.0,0.5
77,0,104791526319,1.0,0.5
78,0,104791581597,1.0,0.5
79,0,104791967381,1.0,0.5
80,0,91961899917,1.0,0.5
81,0,92054192053,1.0,0.5
82,0,92128737690,1.0,0.5
83,0,92128160233,1.0,0.5
84,0,92152448654,1.0,0.5
85,0,92079676401,1.0,0.5
86,0,92074916337,1.0,0.5
87,0,92131787509,1.0,0.5
88,0,92037415156,1.0,0.5
89,0,92070935525,1.0,0.5
90,0,92068621765,1.0,0.5
91,0,92128703640,1.0,0.5
92,0,92052931444,1.0,0.5
93,0,92005517755,1.0,0.5
94,0,92138156404,1.0,0.5
95,0,104792376663,1.0,0.5
96,0,104791526308,1.0,0.5
97,0,105126914375,1.0,0.5
98,0,104800852489,1.0,0.5
99,0,105215165715,1.0,0.5
100,0,104791581593,1.0,0.5
101,0,290878120126,1.0,0.5
102,0,104791951844,1.0,0.5
103,0,92105641364,1.0,0.5
104,0,92140167671,1.0,0.5
105,0,92104390606,1.0,0.5
106,0,92115132711,1.0,0.5
107,0,92053946727,1.0,0.5
108,0,141692208892,1.0,0.5
109,0,141683383408,1.0,0.5
110,0,141686770094,1.0,0.5
111,0,92176385515,1.0,0.5
112,0,92113655550,1.0,0.5
113,0,92118792691,1.0,0.5
114,0,92116826404,1.0,0.5
115,0,92255492230,1.0,0.5
116,0,92035093729,1.0,0.5
117,0,92155369893,1.0,0.5
118,0,92150550691,1.0,0.5
119,0,219468848326,1.0,0.5
120,0,92160570272,1.0,0.5
121,0,92064780686,1.0,1.0
122,0,92081714881,1.0,1.0
123,0,289092479968,1.0,1.0
124,0,92089095684,1.0,1.0
125,0,91995401452,1.0,1.0
126,0,92078259984,1.0,1.0
127,0,92028193745,1.0,1.0
128,0,92070984234,1.0,1.0
129,0,68669716994,1.0,0.5
130,0,79506723325,1.0,0.5
131,0,68670242431,1.0,0.5
132,0,222653945553,1.0,0.5
133,0,68670238025,1.0,0.5
134,0,68671790797,1.0,0.5
135,0,68671081225,1.0,0.5
136,0,108569645120,1.0,0.5
137,0,373215977003,1.0,0.5
138,0,373204374580,1.0,0.5
139,0,373216029036,1.0,0.5
140,0,373220183881,1.0,0.5
141,0,373205737242,1.0,0.5
142,0,373220251194,1.0,0.5
143,0,373216008407,1.0,0.5
144,0,373220226719,1.0,0.5
145,0,373215976999,1.0,0.5
146,0,373216050677,1.0,0.5
147,0,102894346373,1.0,1.0
148,0,103563708139,1.0,1.0
149,0,102892529513,1.0,1.0
150,0,102979795647,1.0,1.0
151,0,102894815241,1.0,1.0
152,0,102894374054,1.0,1.0
153,0,102894397939,1.0,1.0
154,0,102894131400,1.0,1.0
155,0,102893244768,1.0,1.0
156,0,102893269418,1.0,1.0
157,0,102894346375,1.0,1.0
158,0,74465719510,1.0,1.0
159,0,74465235688,1.0,1.0
160,0,105209413369,1.0,1.0
161,0,74464573536,1.0,1.0
162,0,74471308903,1.0,1.0
163,0,74463927045,1.0,1.0
164,0,96916488873,1.0,0.5
165,0,96915990489,1.0,0.5
166,0,96916488872,1.0,0.5
167,0,96917031492,1.0,0.5
168,0,96916043190,1.0,0.5
169,0,97371941388,1.0,0.5
170,0,96915406617,1.0,0.5
171,0,96915990488,1.0,0.5
172,0,96916825329,1.0,0.5
173,0,96915267428,1.0,0.5
174,0,373578944034,1.0,0.5
175,0,373579085649,1.0,0.5
176,0,373578848224,1.0,0.5
177,0,373578848223,1.0,0.5
178,0,373578754911,1.0,0.5
179,0,373578919858,1.0,0.5
180,0,373579035480,1.0,0.5
181,0,373578576840,1.0,0.5
182,0,373578658372,1.0,0.5
183,0,373578899665,1.0,0.5
184,0,373578848227,1.0,0.5
185,0,373578658375,1.0,0.5
186,0,92060126314,1.0,0.5
187,0,92004492240,1.0,0.5
188,0,92049447557,1.0,0.5
189,0,92154595352,1.0,0.5
190,0,92027238668,1.0,0.5
191,0,91999808775,1.0,0.5
192,0,73748528334,1.0,0.5
193,0,92056052081,1.0,0.5
194,0,92097937728,1.0,0.5
195,0,92078442269,1.0,0.5
196,0,91994233705,1.0,0.5
197,0,92090595792,1.0,0.5
198,0,91961876101,1.0,0.5
199,0,92035838421,1.0,0.5
200,0,92091706272,1.0,0.5
201,0,92126503771,1.0,0.5
202,0,92131703324,1.0,0.5
203,0,92030122366,1.0,0.5
204,0,92153473438,1.0,0.5
205,0,92032910668,1.0,0.5
206,0,91998814505,1.0,0.5
207,0,91998677477,1.0,0.5
208,0,92163235405,1.0,0.5
209,0,277671555357,1.0,0.5
210,0,104792344441,1.0,0.5
211,0,105029876307,1.0,0.5
212,0,104791499784,1.0,0.5
213,0,104791581595,1.0,0.5
214,0,104792130855,1.0,0.5
215,0,104792005922,1.0,0.5
216,0,104791355580,1.0,0.5
217,0,104791967400,1.0,0.5
218,0,110052863148,1.0,0.5
219,0,102894346372,1.0,1.0
220,0,102893188339,1.0,1.0
221,0,102892828004,1.0,1.0
222,0,102893299823,1.0,1.0
223,0,102983126799,1.0,1.0
224,0,102893142411,1.0,1.0
225,0,102893244765,1.0,1.0
226,0,102892609302,1.0,1.0
227,0,102983106586,1.0,1.0
228,0,102892982852,1.0,1.0
229,0,102913354357,1.0,1.0
230,0,104791526309,1.0,0.5
231,0,104792041700,1.0,0.5
232,0,104792175392,1.0,0.5
233,0,104794598142,1.0,0.5
234,0,104791526313,1.0,0.5
235,0,259731772237,1.0,0.5
236,0,104791526322,1.0,0.5
237,0,104792275448,1.0,0.5
238,0,92122940664,1.0,0.5
239,0,92077596739,1.0,0.5
240,0,91997217580,1.0,0.5
241,0,92031748228,1.0,0.5
242,0,91994360124,1.0,0.5
243,0,92043849192,1.0,0.5
244,0,92028015946,1.0,0.5
245,0,92029313082,1.0,0.5
246,0,92044810499,1.0,0.5
247,0,105127067560,1.0,0.5
248,0,105124543254,1.0,0.5
249,0,105123430414,1.0,0.5
250,0,105127068497,1.0,0.5
251,0,105123311154,1.0,0.5
252,0,105123832110,1.0,0.5
253,0,105124143932,1.0,0.5
254,0,105127107489,1.0,0.5
255,0,105123994069,1.0,0.5
256,0,104792102079,1.0,0.5
257,0,104794669072,1.0,0.5
258,0,104790977216,1.0,0.5
259,0,104791671148,1.0,0.5
260,0,104807892665,1.0,0.5
261,0,104792344447,1.0,0.5
262,0,104792148948,1.0,0.5
263,0,104792041699,1.0,0.5
264,0,80217686822,1.0,0.5
265,0,80221115787,1.0,0.5
266,0,219472658120,1.0,0.5
267,0,80217889873,1.0,0.5
268,0,80214021384,1.0,0.5
269,0,80674083692,1.0,0.5
270,0,80220127226,1.0,0.5
271,0,80215904318,1.0,0.5
272,0,80221674978,1.0,0.5
273,0,80222687047,1.0,0.5
274,0,159596203493,1.0,1.0
275,0,80222583179,1.0,1.0
276,0,80225894690,1.0,0.5
277,0,80261435188,1.0,0.5
278,0,80214194819,1.0,0.5
279,0,80214841646,1.0,0.5
280,0,80218302533,1.0,0.5
281,0,169231879286,1.0,1.0
282,0,295462502002,1.0,0.5
283,0,104790782509,1.0,0.5
284,0,104791450693,1.0,0.5
285,0,104792275449,1.0,0.5
286,0,104791450689,1.0,0.5
287,0,104792102088,1.0,0.5
288,0,104792148946,1.0,0.5
289,0,104791526323,1.0,0.5
290,0,104791499779,1.0,0.5
291,0,104791581591,1.0,0.5
292,0,104792297949,1.0,0.5
293,0,105034854626,1.0,0.5
294,0,105215916083,1.0,0.5
295,0,104792817028,1.0,0.5
296,0,104792326077,1.0,0.5
297,0,104790708927,1.0,0.5
298,0,104791450680,1.0,0.5
