,time,collection_id,cpus,memory
0,1315364396,375007087899,0.04461669921875,0.003269195556640625
1,1315364455,375007087899,0.0058135986328125,0.003780364990234375
2,4962274621,375026760005,0.010833740234375,0.020843505859375
3,4708427278,375026589211,0.00563812255859375,0.0104217529296875
4,4962274859,375026760005,0.01611328125,0.029998779296875
5,4708427692,375026589211,0.03619384765625,0.04974365234375
6,4708427496,375026589211,0.03228759765625,0.004669189453125
7,1315364982,375007087899,0.00775146484375,0.0018978118896484375
8,4962274860,375026760005,0.001056671142578125,0.0016155242919921875
9,1315364930,375007087899,0.0094146728515625,0.002025604248046875
10,1315364531,375007087899,0.001056671142578125,0.0014209747314453125
11,1308601733,375007084316,0.0007925033569335938,0.0001659393310546875
12,4708427626,375026589211,0.00775146484375,0.01171875
13,1315363965,375007087899,0.037353515625,0.00475311279296875
14,4961928274,375026748211,0.03521728515625,0.0416259765625
15,1315364390,375007087899,0.002552032470703125,0.002094268798828125
16,4708427763,375026589211,0.00634002685546875,0.028656005859375
17,1315364956,375007087899,0.003345489501953125,0.0029296875
18,1315364128,375007087899,0.0220947265625,0.0057830810546875
19,1315364754,375007087899,0.04254150390625,0.0105743408203125
20,1315363871,375007087899,0.0057220458984375,0.0013027191162109375
21,1315364104,375007087899,0.00563812255859375,0.0013027191162109375
22,4961928360,375026748211,0.00704193115234375,0.0013027191162109375
23,4708427547,375026589211,0.0102081298828125,0.00650787353515625
24,1910451330,375009383910,0.0043182373046875,0.00650787353515625
25,4962274923,375026760005,0.008270263671875,0.00650787353515625
26,4708427792,375026589211,0.007843017578125,0.00650787353515625
27,4708427371,375026589211,0.0043182373046875,0.00650787353515625
28,1315364410,375007087899,0.00457763671875,0.00650787353515625
29,4962274939,375026760005,0.00510406494140625,0.00650787353515625
30,1315364899,375007087899,0.0073089599609375,0.00650787353515625
31,4961928329,375026748211,0.00563812255859375,0.00650787353515625
32,1315364698,375007087899,0.005279541015625,0.00650787353515625
33,1315363960,375007087899,0.00440216064453125,0.00650787353515625
34,4962274517,375026760005,0.00678253173828125,0.00650787353515625
35,1315364600,375007087899,0.00678253173828125,0.00650787353515625
36,4961928045,375026748211,0.00748443603515625,0.00650787353515625
37,1308601736,375007084316,0.003086090087890625,0.001079559326171875
38,709673916,375000726490,0.00035190582275390625,0.0013828277587890625
39,1315365237,375007087899,0.002288818359375,0.00109100341796875
40,1315365237,375007087899,0.002288818359375,0.00109100341796875
41,1315365237,375007087899,0.002288818359375,0.00109100341796875
42,1315365237,375007087899,0.002288818359375,0.00109100341796875
43,1315365237,375007087899,0.002288818359375,0.00109100341796875
44,1315365237,375007087899,0.002288818359375,0.00109100341796875
45,1910451425,375009383910,0.0057220458984375,0.0130157470703125
46,1315365237,375007087899,0.002288818359375,0.00109100341796875
47,1315365237,375007087899,0.002288818359375,0.00109100341796875
48,1315365237,375007087899,0.002288818359375,0.00109100341796875
49,1315365237,375007087899,0.002288818359375,0.00109100341796875
50,1315365237,375007087899,0.002288818359375,0.00109100341796875
51,1315365237,375007087899,0.002288818359375,0.00109100341796875
52,1315365237,375007087899,0.002288818359375,0.00109100341796875
53,1315365237,375007087899,0.002288818359375,0.00109100341796875
54,1315365237,375007087899,0.002288818359375,0.00109100341796875
55,1315365237,375007087899,0.002288818359375,0.00109100341796875
56,1315365237,375007087899,0.002288818359375,0.00109100341796875
57,1315365237,375007087899,0.002288818359375,0.00109100341796875
58,1315365237,375007087899,0.002288818359375,0.00109100341796875
59,1315365237,375007087899,0.002288818359375,0.00109100341796875
60,1315365237,375007087899,0.002288818359375,0.00109100341796875
61,1910451425,375009383910,0.0057220458984375,0.0130157470703125
62,1315365237,375007087899,0.002288818359375,0.00109100341796875
63,1315365237,375007087899,0.002288818359375,0.00109100341796875
64,1910451425,375009383910,0.0057220458984375,0.0130157470703125
65,1315365237,375007087899,0.002288818359375,0.00109100341796875
66,4961928373,375026748211,0.008544921875,0.0046844482421875
67,4962274981,375026760005,0.00775146484375,0.00165557861328125
68,4708428053,375026589211,0.0008802413940429688,0.001018524169921875
69,4708428053,375026589211,0.0008802413940429688,0.001018524169921875
70,4961928373,375026748211,0.008544921875,0.0046844482421875
71,4708428053,375026589211,0.0008802413940429688,0.001018524169921875
72,4962274981,375026760005,0.00775146484375,0.00165557861328125
73,4708428053,375026589211,0.0008802413940429688,0.001018524169921875
74,4962274981,375026760005,0.00775146484375,0.00165557861328125
75,4962274981,375026760005,0.00775146484375,0.00165557861328125
76,4708428053,375026589211,0.0008802413940429688,0.001018524169921875
77,4708428053,375026589211,0.0008802413940429688,0.001018524169921875
78,4962274981,375026760005,0.00775146484375,0.00165557861328125
79,4708428053,375026589211,0.0008802413940429688,0.001018524169921875
80,4962274981,375026760005,0.00775146484375,0.00165557861328125
81,4708428053,375026589211,0.0008802413940429688,0.001018524169921875
82,4962274981,375026760005,0.00775146484375,0.00165557861328125
83,4961928373,375026748211,0.008544921875,0.0046844482421875
84,4962274981,375026760005,0.00775146484375,0.00165557861328125
85,4708428053,375026589211,0.0008802413940429688,0.001018524169921875
86,4962274981,375026760005,0.00775146484375,0.00165557861328125
87,4961928373,375026748211,0.008544921875,0.0046844482421875
88,4708428053,375026589211,0.0008802413940429688,0.001018524169921875
89,4961928373,375026748211,0.008544921875,0.0046844482421875
90,4961928373,375026748211,0.008544921875,0.0046844482421875
91,4961928373,375026748211,0.008544921875,0.0046844482421875
92,4961928373,375026748211,0.008544921875,0.0046844482421875
93,4708428053,375026589211,0.0008802413940429688,0.001018524169921875
94,4708428053,375026589211,0.0008802413940429688,0.001018524169921875
95,4962274981,375026760005,0.00775146484375,0.00165557861328125
96,4708428053,375026589211,0.0008802413940429688,0.001018524169921875
97,4962274981,375026760005,0.00775146484375,0.00165557861328125
98,4708428053,375026589211,0.0008802413940429688,0.001018524169921875
99,4962274981,375026760005,0.00775146484375,0.00165557861328125
100,4961928373,375026748211,0.008544921875,0.0046844482421875
101,4961928171,375026748211,0.04052734375,0.00025463104248046875
102,1910451301,375009383910,0.04052734375,0.00025463104248046875
103,4961928166,375026748211,0.0034332275390625,0.0018672943115234375
104,4962274556,375026760005,0.003875732421875,0.0128631591796875
105,1910451373,375009383910,0.003875732421875,0.00650787353515625
106,4708427957,375026589211,0.0129547119140625,0.038330078125
107,1315365010,375007087899,0.003696441650390625,0.001949310302734375
108,1315363821,375007087899,0.003696441650390625,0.00650787353515625
109,4962274635,375026760005,0.003787994384765625,0.0019512176513671875
110,1315365196,375007087899,0.008636474609375,0.00650787353515625
111,4962274573,375026760005,0.0041351318359375,0.00650787353515625
112,4962274589,375026760005,0.002025604248046875,0.003814697265625
113,4708427939,375026589211,0.0081024169921875,0.00650787353515625
114,1315364211,375007087899,0.003170013427734375,0.00650787353515625
115,1315364717,375007087899,0.003520965576171875,0.00650787353515625
116,1315363999,375007087899,0.00395965576171875,0.005279541015625
117,4961927891,375026748211,0.00405120849609375,0.02130126953125
118,4708427350,375026589211,0.00405120849609375,0.00455474853515625
119,1315364816,375007087899,0.00405120849609375,0.00650787353515625
120,709673913,375000726490,0.0112762451171875,0.0087890625
121,4708427298,375026589211,0.003520965576171875,0.002094268798828125
122,4961927951,375026748211,0.002025604248046875,0.00174713134765625
123,4708427703,375026589211,0.002025604248046875,0.003749847412109375
124,1315364010,375007087899,0.003875732421875,0.00650787353515625
125,1315364753,375007087899,0.0081024169921875,0.00531005859375
126,4708427403,375026589211,0.09716796875,0.0313720703125
127,4961928258,375026748211,0.002025604248046875,0.002330780029296875
128,4962274627,375026760005,0.025360107421875,0.011322021484375
